"","name","key","decimalLatitude","decimalLongitude","issues","datasetKey","publishingOrgKey","networkKeys","installationKey","publishingCountry","protocol","lastCrawled","lastParsed","crawlId","extensions","basisOfRecord","taxonKey","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","acceptedTaxonKey","scientificName","acceptedScientificName","kingdom","phylum","order","family","genus","species","genericName","specificEpithet","taxonRank","taxonomicStatus","dateIdentified","stateProvince.original","year","month","day","eventDate","lastInterpreted","license","identifiers","facts","relations","geodeticDatum","class","countryCode","country.original","rightsHolder","identifier","recordNumber","datasetName","municipality.original","locality","language","collectionCode","gbifID","occurrenceID","type","recordedBy","catalogNumber","otherCatalogNumbers","institutionCode","ownerInstitutionCode","occurrenceRemarks","identifiedBy","elevation","modified","continent","elevationAccuracy","institutionID","nomenclaturalCode","higherGeography","organismID","datasetID","accessRights","collectionID","higherClassification","individualCount","nomenclaturalStatus","county","taxonID","bibliographicCitation","references","habitat","verbatimEventDate","endDayOfYear","preparations","startDayOfYear","verbatimElevation","fieldNotes","identificationQualifier","rights","typeStatus","coordinateUncertaintyInMeters","georeferenceProtocol","georeferenceSources","dynamicProperties","fieldNumber","typifiedName","municipality","stateProvince","country","FID","NOME","GEOCODIGO","POINT_X","POINT_Y","NOMEUF","SIGLAUF","estados_shp","x_estado","y_estado","nome","sigla","new_Lat","new_Lon","notes","comments"
"1","Myrocarpus fastigiatus",1944983712,-12.771944,-39.523333,"gass84","bc81e05b-ed51-46ba-a0a4-90fbae9b5545","c6aacf9d-a5a7-4d7f-a6fc-ea0a4b8ec450","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:34:55.630+0000","2018-11-24T12:34:55.659+0000",122,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2016,2,17,"2016-02-17T00:00:00","2018-11-24T12:36:01.988+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","CEPEC - Herbário do Centro de Pesquisas do Cacau","BRA:CEPLAC:CEPEC:0000153603","1200","CEPEC - Herbário do Centro de Pesquisas do Cacau","SANTA TEREsINHA","Conglomerado BA_855_P19-3-10-3","pt","CEPEC",1944983712,"BRA:CEPLAC:CEPEC:0000153603","Collection","Santos, E.A.","153603","7/6/2017","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","Comissão Executiva do Plano da Lavoura Cacaueira (CEPLAC)","<ll>dwc_commonname:</ll>","H.C. Lima",NA,"","",NA,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","SANTA TEREsINHA","Bahia","brazil",3501,"Santa Teresinha",2928505,-39.570568,-12.729871,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.771944,-39.523333,"original coordinates","original coordinates OK"
"2","Myrocarpus fastigiatus",1423920665,-22.8925,-42.853333,"cdround,gass84","4300f8d5-1ae5-49e5-a101-63894b005868","838537fc-4aeb-4980-8b58-97fbdcd1d91a","none","da7fe11a-b42c-46cb-9e9d-02243edb738a","BR","DWC_ARCHIVE","2018-10-02T15:35:17.651+0000","2018-09-24T19:57:58.913+0000",207,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Rio de Janeiro",2016,6,27,"2016-06-27T00:00:00","2018-12-06T16:55:31.262+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Rio de Janeiro Botanical Garden","urn:catalog:JBRJ:RB:1153376","8256","RB - Rio de Janeiro Botanical Garden Herbarium Collection","Maricá","Pindobas, Estrada do Camburi, antes da plataforma de voo-livre. Fragmento de mata de morrote, solo argiloso.","","RB",1423920665,"urn:catalog:JBRJ:RB:1153376","PhysicalObject","Haroldo C. de Lima; D.N.S. Machado, I. Huamantupa e G.A. de Queiroz","RB01153376","RB 656440","JBRJ","","Árvore com 15 m alt. Tronco com casca fissurada-sulcada e alvacenta, DAP ca. 20 cm. Estéril. Muito abundante na área.  Material banco DNA.","H.C. Lima",57,"2017-10-08T20:49:32.423+0000","",NA,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Maricá","Rio de Janeiro","brazil",1364,"Maricá",3302700,-42.817006,-22.91525,"RIO DE JANEIRO","RJ","Rio de Janeiro",-42.66307908,-22.19581555,"Rio de Janeiro","rj",-22.8925,-42.853333,"original coordinates","original coordinates OK"
"3","Myrocarpus fastigiatus",1899819093,-12.878611,-39.485556,"gass84","5b5cf455-a448-4c0a-aecd-3e0956f27f10","afdd8e93-b4e3-491c-88f0-8a22834ac1a9","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-12-03T14:13:56.401+0000","2018-12-03T16:15:49.091+0000",122,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2015,1,10,"2015-01-10T00:00:00","2018-12-03T16:15:57.953+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","ALCB - Herbário Alexandre Leal Costa","BRA:UFBA:ALCB:0000131851","3516","ALCB - Herbário Alexandre Leal Costa","Elísio Medrado","Estrada para a sede do Projeto GAMBA, na base da Serra da Jib?ia.","pt","ALCB",1899819093,"BRA:UFBA:ALCB:0000131851","Collection","Cardoso, D; Ramos, G; Araújo, LC","131851","","Universidade Federal da Bahia (UFBA)","Universidade Federal da Bahia (UFBA)","com 7-12 m alt. Folhas com folíolos papiráceos a membranáceos. Flores com cálice verde-claro e pétalas brancas; estames com filetes brancos e anteras amarelos. DNA. Flores e botões preservados em álcool 70% para estudos de ontogenia.","",NA,"2018-08-28T19:07:16.000+0000","SOUTH_AMERICA",NA,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Elísio Medrado","Bahia","brazil",3466,"Elísio Medrado",2910305,-39.534903,-12.931389,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.878611,-39.485556,"original coordinates","original coordinates OK"
"4","Myrocarpus fastigiatus",1094928343,-15.158333,-39.535,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:54.828+0000","2018-11-14T17:19:54.900+0000",124,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2014,1,30,"2014-01-30T00:00:00","2018-11-14T17:19:54.993+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000211828","1527","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Jussari","RPPN Serra do Teimoso.","pt","HUEFS",1094928343,"BRA:UEFS:HUEFS:0000211828","Collection","Nascimento, F.H.F.","211828","","UEFS","Universidade Estadual de Feira de Santana (UEFS)","","",500,"","",50,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Jussari","Bahia","brazil",3197,"Jussari",2918555,-39.499726,-15.131669,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.158333,-39.535,"original coordinates","original coordinates OK"
"5","Myrocarpus fastigiatus",1090832128,-12.766667,-39.516667,"gass84","09010edb-5e55-4dc0-8a97-a26a3bb89e85","9610290b-e0ea-439b-b726-ba11bcecfb86","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:30:26.069+0000","2018-09-25T14:33:14.252+0000",122,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","2014-01-01T00:00:00","Bahia",2013,8,18,"2013-08-18T00:00:00","2018-12-09T06:14:39.206+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUFU - Herbarium Uberlandense","BRA:UFU:HUFU:0000068210","20771","HUFU - Herbarium Uberlandense","Santa Terezinha","Serra da Jibóia","pt","HUFU",1090832128,"BRA:UFU:HUFU:0000068210","Collection","Guedes, M.L.; Silva, M. .S.","68210","","UFU","Universidade Federal de Uberlândia (UFU)","Árvore de 5 m de altura. Folhas com folíolos membranáceos. Fruto sâmara, com núcleo seminífero fusiforme, provido de bolsas resiníferas; alas longitudinais venosas.; Área antropizada.","Guedes, M.L.",0,"2018-09-12T13:11:28.000+0000","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Santa Terezinha","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.766667,-39.516667,"original coordinates","original coordinates outside municipality original in santa terezinha falls in santa teresinha"
"6","Myrocarpus fastigiatus",1094177015,-15.923056,-39.752778,"gass84","fffdea53-c113-4cdc-896e-a9c5fd726591","1c72778c-05de-4f31-b83a-ff541ce5dff7","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:32:26.406+0000","2018-09-25T15:14:40.462+0000",81,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","2014-02-01T00:00:00","Bahia",2013,8,29,"2013-08-29T00:00:00","2018-12-09T06:20:47.098+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UESC - Herbário Universidade Estadual de Santa Cruz","BRA:UESC:UESC:0000016361","19","UESC - Herbário Universidade Estadual de Santa Cruz","Itapebi","","pt","UESC",1094177015,"BRA:UESC:UESC:0000016361","Collection","Daltrini, C.N.","16361","","UESC","Universidade Estadual de Santa Cruz (UESC)","Hábitat pastagem.; Árvore de aproximadamente 9 metros, fruto maduro cor creme.; Monitoramento de Fauna - UHE Itapebi. Fitossociologia e florística.","A.Q. Lima",205,"2018-08-22T12:16:15.000+0000","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Itapebi","Bahia","brazil",3085,"Itapebi",2916302,-39.667055,-15.906971,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-15.923056,-39.752778,"original coordinates","original coordinates OK"
"7","Myrocarpus fastigiatus",1094912968,-12.4125,-40.526667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:48.469+0000","2018-11-14T17:19:48.555+0000",124,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2012,3,13,"2012-03-13T00:00:00","2018-11-14T17:19:48.711+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000196301","15349","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Itaberaba","Fazenda Leão dos Brejos. Localidade Gameleira, ca. 6 Km N do entroncamento com a BR-242, após a Fazenda Monte Verde e a Escola Ulysses Guimarães.","pt","HUEFS",1094912968,"BRA:UEFS:HUEFS:0000196301","Collection","Queiroz, L.P.de","196301","","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta Estacional Semi-decidual.","",470,"","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Itaberaba","Bahia","brazil",3530,"Itaberaba",2914703,-40.259745,-12.497351,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.4125,-40.526667,"original coordinates","original coordinates OK"
"8","Myrocarpus fastigiatus",1213642386,-12.833333,-39.466667,"gass84","d82d5a18-0428-4e52-be16-f509153e8126","e97090cb-7731-41c7-ac24-31a841730654","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:25.620+0000","2018-01-05T18:34:51.976+0000",114,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2010,3,20,"2010-03-20T00:00:00","2018-07-08T01:34:55.343+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","UB - Herbário da Universidade de Brasília","BRA:UnB:UB:0000185829","2843","UB - Herbário da Universidade de Brasília","Santa Teresinha","Estrada para a área do Projeto Gambá","pt","UB",1213642386,"BRA:UnB:UB:0000185829","Collection","Cardoso, D; Moraes, PLB","185829","","UnB","Universidade de Brasília (UnB)","Árvore com ca. 5m altl, ramos com lenticelas brancas. Folíolos papiráceos. Flores brancas; Borda da mata ombrófila na encosta da serra","",9999,"","SOUTH_AMERICA",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Santa Teresinha","Bahia","brazil",3501,"Santa Teresinha",2928505,-39.570568,-12.729871,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.833333,-39.466667,"original coordinates","original coordinates outside municipality original in santa teresinha falls in castro alves"
"9","Myrocarpus fastigiatus",1701741845,-10.8339,-52.8731,"gass84","90c853e6-56bd-480b-8e8f-6285c3f8d42b","7b8aff00-a9f8-11d8-944b-b8a03c50a862","none","3b84ff5b-79ce-427c-acb7-b4004e160f66","US","DWC_ARCHIVE","2018-11-22T21:37:06.520+0000","2018-11-22T21:37:06.529+0000",97,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","",2010,3,20,"2010-03-20T00:00:00","2018-12-08T11:25:56.955+0000","http://creativecommons.org/publicdomain/zero/1.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","The Field Museum of Natural History","9d6c21b1-02f8-4784-8fb0-d3c7b54303dc","2843","South American Plants","","","en","Botany",1701741845,"9d6c21b1-02f8-4784-8fb0-d3c7b54303dc","PhysicalObject","D. B. Cardoso","V0371214F","","F","F","","",NA,"","SOUTH_AMERICA",NA,"F","ICBN","South America, BRAZIL",3700370,"seeds-20-nov-2018","http://fieldmuseum.org/about/copyright-information","Botany","Plantae Spermatophyta Dicotyledoneae Fabaceae",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","","","brazil",NA,"",NA,NA,NA,"","","",NA,NA,NA,"",-10.8339,-52.8731,"original coordinates","original coordinates outside municipality original in  falls in sao jose do xingu"
"10","Myrocarpus fastigiatus",1257872834,-12.833333,-39.466667,"cdround,gass84","7bd65a7a-f762-11e1-a439-00145eb45e9a","90fd6680-349f-11d8-aa2d-b8a03c50a862","none","c4e134d3-c68f-406d-a116-6a37895602e0","US","DWC_ARCHIVE","2018-06-20T07:53:34.157+0000","2016-03-21T14:22:27.010+0000",28,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2010,3,20,"2010-03-20T00:00:00","2018-07-07T19:45:04.770+0000","http://creativecommons.org/licenses/by/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","Missouri Botanical Garden","urn:catalog:MO:Tropicos:100526991","Cardoso 2843","Tropicos","","Estrada para a área do Projeto Gambá.","","MO",1257872834,"urn:catalog:MO:Tropicos:100526991","PhysicalObject","D. Cardoso|Pedro L.R. de Moraes","100526991","","MO","MOBOT","","",NA,"2014-04-28T05:14:00.000+0000","SOUTH_AMERICA",NA,"","ICNafp","",NA,"","","http://biocol.org/urn:lsid:biocol.org:col:15859","",1,"Legitimate","Santa Teresinha",13036056,"http://www.tropicos.org/Specimen/100526991","","","",NA,"",NA,"","","","","",NA,"","","","","","","Bahia","brazil",NA,"",NA,NA,NA,"","","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.833333,-39.466667,"original coordinates","original coordinates outside municipality original in  falls in castro alves"
"11","Myrocarpus fastigiatus",1094863260,-17.466667,-40.066667,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:19.832+0000","2018-11-14T17:19:19.852+0000",124,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2009,2,4,"2009-02-04T00:00:00","2018-11-14T17:19:19.910+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000145975","2404","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Medeiros Neto","Propriedade de Manuel Borges, próximo da BA-290.","pt","HUEFS",1094863260,"BRA:UEFS:HUEFS:0000145975","Collection","Cardoso, D.","145975","","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Floresta semidecidual com pastagens.","",194,"","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Medeiros Neto","Bahia","brazil",2862,"Medeiros Neto",2921104,-40.284025,-17.364899,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-17.466667,-40.066667,"original coordinates","original coordinates outside municipality original in medeiros neto falls in caravelas"
"12","Myrocarpus fastigiatus",1094873081,-12.465556,-41.001944,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:26.258+0000","2018-11-14T17:19:26.273+0000",124,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2009,4,19,"2009-04-19T00:00:00","2018-11-14T17:19:26.296+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000155979","13961","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Andaraí","Próximo ao km 286 da BR 242.","pt","HUEFS",1094873081,"BRA:UEFS:HUEFS:0000155979","Collection","Queiroz, L.P.de","155979","","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Caatinga.","",241,"","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Andaraí","Bahia","brazil",3495,"Andaraí",2901304,-41.195404,-12.758895,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.465556,-41.001944,"original coordinates","original coordinates OK"
"13","Myrocarpus fastigiatus",1087701330,-12.033333,-40.483333,"gass84","a8e78a51-12b2-4ca1-8945-6d909022ef6a","6cc5aff1-f24c-4d67-a827-a666dc680b66","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-24T12:31:50.253+0000","2018-08-03T12:12:34.978+0000",121,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","2007-08-01T00:00:00","Bahia",2007,2,28,"2007-02-28T00:00:00","2018-12-08T13:06:03.417+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HURB - Herbário do Recôncavo da Bahia","BRA:UFRB:HURB:0000000591","182","HURB - Herbário do Recôncavo da Bahia","Mundo Novo","Jequitibá; mata","pt","HURB",1087701330,"BRA:UFRB:HURB:0000000591","Collection","Melo, P.A. de","591","","UFRB","Universidade Federal do Recôncavo da Bahia (UFRB)","Flores: amarela; Hábito: arbóreo","L.P. de Queiroz",604,"2018-07-31T12:28:04.000+0000","",0,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Mundo Novo","Bahia","brazil",3606,"Mundo Novo",2922102,-40.556411,-11.949646,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-12.033333,-40.483333,"original coordinates","original coordinates OK"
"14","Myrocarpus fastigiatus",1094867042,-17.4225,-40.299722,"gass84","2e684fd6-09e2-4661-910a-0a188b610c04","60545be9-4f28-4245-b4b4-07635c8dfa54","none","b38ff2b7-c8af-454e-b5af-ee760f0d5bca","BR","DWC_ARCHIVE","2018-11-14T17:19:22.269+0000","2018-11-14T17:19:22.281+0000",124,"none","PRESERVED_SPECIMEN",2945758,6,7707728,220,1370,5386,2945756,2945758,2945758,"Myrocarpus fastigiatus Allem.","Myrocarpus fastigiatus Allem.","Plantae","Tracheophyta","Fabales","Fabaceae","Myrocarpus","Myrocarpus fastigiatus","Myrocarpus","fastigiatus","SPECIES","ACCEPTED","none","Bahia",2007,3,18,"2007-03-18T00:00:00","2018-11-14T17:19:22.318+0000","http://creativecommons.org/licenses/by-nc/4.0/legalcode","none","none","none","WGS84","Magnoliopsida","BR","Brazil","HUEFS - Herbario da Universidade Estadual de Feira de Santana","BRA:UEFS:HUEFS:0000149772","2","HUEFS - Herbario da Universidade Estadual de Feira de Santana","Medeiros Neto","Água Limpa, propriedade de José Coelho.","pt","HUEFS",1094867042,"BRA:UEFS:HUEFS:0000149772","Collection","Albuquerque, N.C.B.","149772","","UEFS","Universidade Estadual de Feira de Santana (UEFS)","Área com pastagens.","",NA,"","",NA,"","","",NA,"","","","",NA,"","",NA,"","","","",NA,"",NA,"","","","","",NA,"","","","","","Medeiros Neto","Bahia","brazil",2862,"Medeiros Neto",2921104,-40.284025,-17.364899,"BAHIA","BA","Bahia",-41.72018023,-12.47295682,"Bahia","ba",-17.4225,-40.299722,"original coordinates","original coordinates outside municipality original in medeiros neto falls in lajedao"
